Ablehnungsgrund,Adresse,Bewerbungsdatum,Bewerbungsquelle,Bewertung Assessment,Bewertung Erstes Gespräch,Bewertung Prescreening,E-Mail,Effektiver Gehalt,Einstellungsdatum,Geburtsdatum,Gehaltsvorstellungen,Geschlecht,Headhunter Firma,Headhunter Name,Interviewer,Job Titel,Kandidaten-ID,Nachname,Standort,Status,StellenID,Telefonnummer,Veröffentlichungsdatum,Vorname,id
Nicht verfügbar,"Pseudonymized, 2357 Graubünden",03.03.2020,Headhunter,knapp ungenügend,deutlich ungenügend,knapp ungenügend,pseudonymized_E-Mail_51,54583.46,13.04.2022,09.12.1973,70-80k,M,Haas-Näf,Remo Bernasconi,Prof. Layla Küng,Network Administrator,36c1d71d-ffbc-431e-8c86-412b3aa29ffe,pseudonymized_Nachname_51,Bern,Assessment,ce0393c9-8439-4529-a24e-35aa67074006,pseudonymized_Telefonnummer_51,07.06.2022,pseudonymized_Vorname_51,024c
Unvollständige Bewerbung,"Pseudonymized, 8605 Obwalden",19.07.2022,Headhunter,genügend,knapp ungenügend,knapp ungenügend,pseudonymized_E-Mail_52,80704.82,23.01.2023,13.03.1974,110-120k,M,Ziegler Inc,Teresa Schneider,Manon Bättig,Copywriter,678e5e37-e4d7-4765-8855-271ce8df2945,pseudonymized_Nachname_52,Bern,Prescreening,9461690c-9629-4ad4-979a-9e30f63f6540,pseudonymized_Telefonnummer_52,08.07.2023,pseudonymized_Vorname_52,1379
Überqualifiziert,"Pseudonymized, 2487 Uri",04.08.2022,Headhunter,genügend,deutlich ungenügend,knapp ungenügend,pseudonymized_E-Mail_53,99972.51,16.09.2023,27.06.1988,70-80k,F,Maurer Inc,Aloisia Stöckli-Bühlmann,Irene Fuchs,Payroll Specialist,009f25fc-0c92-42e6-a5f4-f62ef5f7dd88,pseudonymized_Nachname_53,Zürich,Assessment,4b879dcb-3131-4a21-852c-c4d4ef763dd1,pseudonymized_Telefonnummer_53,12.08.2023,pseudonymized_Vorname_53,448d
Gehaltsvorstellungen zu hoch,"Pseudonymized, 1869 Graubünden",05.09.2020,Headhunter,genügend,sehr gut,knapp ungenügend,pseudonymized_E-Mail_54,128288.63,27.05.2021,10.10.1963,120-130k,M,Tanner-Stadelmann,Jasin Näf,Prof. Layla Küng,Social Media Manager,96c7c814-158d-42d3-95bd-5e96f42d7dad,pseudonymized_Nachname_54,Luzern,Eingereicht,9a013bb2-524a-4acd-9b39-54ad95e57d5a,pseudonymized_Telefonnummer_54,05.12.2021,pseudonymized_Vorname_54,d43f
Andere,"Pseudonymized, 1874 Thurgau",22.05.2023,Headhunter,sehr gut,genügend,sehr gut,pseudonymized_E-Mail_55,91273.31,07.11.2023,23.10.1998,70-80k,M,Zingg-Gasser,Damaris Zbinden,Zahra Hug Lutz,Network Administrator,3f35ee08-3398-4336-847f-f95f1740694d,pseudonymized_Nachname_55,Bern,1. Interview,27e424c0-7478-42d4-a52d-6d650bedaca0,pseudonymized_Telefonnummer_55,11.03.2024,pseudonymized_Vorname_55,d342
Bessere Kandidaten,"Pseudonymized, 2075 Waadt",13.12.2023,Headhunter,knapp ungenügend,sehr gut,gut,pseudonymized_E-Mail_56,124737.57,30.12.2023,06.04.1972,100-110k,M,Zingg-Gasser,Damaris Zbinden,Marijana Blaser Schuler,Software Engineer,0d09de79-44cc-43b0-a1cd-1c177a9453da,pseudonymized_Nachname_56,Zürich,Assessment,94e595ae-3513-42c5-ae6a-5ec65f71d9cb,pseudonymized_Telefonnummer_56,23.05.2024,pseudonymized_Vorname_56,e8bd
Bessere Kandidaten,"Pseudonymized, 7970 Graubünden",05.12.2023,Headhunter,gut,knapp ungenügend,deutlich ungenügend,pseudonymized_E-Mail_57,53603.73,03.04.2024,26.08.1965,60-70k,F,Albrecht-Forster,Dr. Petr Siegrist,Ghislaine Walter,Marketing Manager,b8dbea26-9293-46e8-abfe-3459fd6149ec,pseudonymized_Nachname_57,Zürich,Angebot,fe849fe1-4939-4af0-aacf-85ad384ec38d,pseudonymized_Telefonnummer_57,13.01.2024,pseudonymized_Vorname_57,7c36
Zu wenig Erfahrung,"Pseudonymized, 5467 Waadt",23.09.2023,Headhunter,sehr gut,knapp ungenügend,knapp ungenügend,pseudonymized_E-Mail_58,113035.64,16.12.2023,17.11.1992,90-100k,F,Tanner-Stadelmann,Jasin Näf,Kristian Furrer,Accountant,2d2325e6-8175-4d26-a0f0-4187a9a72d79,pseudonymized_Nachname_58,Bern,Assessment,19d198c5-21e0-4974-88ee-074001e4046c,pseudonymized_Telefonnummer_58,04.03.2024,pseudonymized_Vorname_58,a380
Unzureichende Qualifikationen,"Pseudonymized, 9871 Graubünden",02.11.2022,Headhunter,gut,genügend,sehr gut,pseudonymized_E-Mail_59,118241.85,09.08.2023,10.04.2000,100-110k,M,Spörri-Gasser,Ela Imhof Bachmann,Marijana Blaser Schuler,Database Administrator,7d0b4477-06a4-41a0-b650-58f32c6ae29c,pseudonymized_Nachname_59,Bern,Prescreening,ac38b32e-2508-4165-b907-43ebf1ff89d5,pseudonymized_Telefonnummer_59,27.05.2023,pseudonymized_Vorname_59,3974
Zu wenig Erfahrung,"Pseudonymized, 1730 Wallis",26.02.2020,Headhunter,knapp ungenügend,gut,gut,pseudonymized_E-Mail_60,71949.61,13.01.2021,15.01.1987,70-80k,M,Zingg-Gasser,Damaris Zbinden,Margret Hasler,IT Manager,378c7431-66d8-4310-be77-3b498c0b3cee,pseudonymized_Nachname_60,Bern,Assessment,00b0e994-a004-45d7-bcd1-4c0daf5c104f,pseudonymized_Telefonnummer_60,17.05.2021,pseudonymized_Vorname_60,ca9a
Unzureichende Qualifikationen,"Pseudonymized, 8723 Appenzell Innerrhoden",16.12.2023,Headhunter,gut,knapp ungenügend,deutlich ungenügend,pseudonymized_E-Mail_61,107996.63,03.04.2024,17.03.1966,100-110k,F,Maurer Inc,Aloisia Stöckli-Bühlmann,Irene Fuchs,Financial Analyst,74f209a3-df4d-4450-8d02-3a0f011d69ab,pseudonymized_Nachname_61,Zürich,Angebot,fd6df4c9-4561-40fe-8906-30e7ca650156,pseudonymized_Telefonnummer_61,26.02.2024,pseudonymized_Vorname_61,6c4b
Unzureichende Qualifikationen,"Pseudonymized, 2368 Genf",04.12.2023,Headhunter,knapp ungenügend,genügend,knapp ungenügend,pseudonymized_E-Mail_62,94053.09,20.04.2024,07.03.1993,60-70k,M,"Roos, Hodel and Favre",Dr. Waldemar Kunz,Gregor Eichenberger,Payroll Specialist,e00cb52b-9143-4605-8019-121de6587ad9,pseudonymized_Nachname_62,Zürich,Prescreening,798e3772-5ada-48cf-969c-30baa4aa24f8,pseudonymized_Telefonnummer_62,21.05.2024,pseudonymized_Vorname_62,c0fa
Andere,"Pseudonymized, 4025 Schwyz",22.05.2022,Headhunter,sehr gut,genügend,genügend,pseudonymized_E-Mail_63,134483.34,21.05.2023,12.10.1974,60-70k,M,Haas-Näf,Remo Bernasconi,Joachim Kaiser,Graphic Designer,570d2fed-e2dc-4250-97fe-f3f9c6394c4c,pseudonymized_Nachname_63,Luzern,1. Interview,bd3fafaa-5d4f-45ac-9ad3-0ef3bf7396ce,pseudonymized_Telefonnummer_63,13.06.2023,pseudonymized_Vorname_63,be47
Unzureichende Qualifikationen,"Pseudonymized, 7097 St. Gallen",01.10.2023,Headhunter,deutlich ungenügend,deutlich ungenügend,sehr gut,pseudonymized_E-Mail_64,120086.61,22.05.2024,20.02.1960,80-90k,F,Albrecht-Forster,Dr. Petr Siegrist,Margret Hasler,Financial Analyst,f5c05702-e085-4de2-a438-8160f683278d,pseudonymized_Nachname_64,Bern,Eingereicht,faff23e5-ebe2-464f-9f71-d643a9a3bf48,pseudonymized_Telefonnummer_64,14.02.2024,pseudonymized_Vorname_64,b334
Gehaltsvorstellungen zu hoch,"Pseudonymized, 9013 Jura",09.10.2022,Headhunter,gut,gut,genügend,pseudonymized_E-Mail_65,67452.12,07.03.2023,05.08.1986,60-70k,F,Zingg-Gasser,Damaris Zbinden,Zahra Hug Lutz,Event Coordinator,b70a006b-e6db-4c23-90d8-d2e27ee4a722,pseudonymized_Nachname_65,Luzern,Abgelehnt,b30c5e17-74ce-4b97-b4b8-4adabf23ac2f,pseudonymized_Telefonnummer_65,07.11.2022,pseudonymized_Vorname_65,cf66
Nicht verfügbar,"Pseudonymized, 8497 Obwalden",03.08.2020,Headhunter,gut,gut,knapp ungenügend,pseudonymized_E-Mail_66,61992.45,15.08.2023,06.04.1968,80-90k,F,Ziegler Inc,Teresa Schneider,Franca Zürcher,Auditor,96a88a7f-b877-4014-bd9c-fc290cc096d9,pseudonymized_Nachname_66,Bern,Angebot,44cab6cd-a4ec-4062-835e-f237d3d84103,pseudonymized_Telefonnummer_66,05.07.2023,pseudonymized_Vorname_66,ceca
Nicht verfügbar,"Pseudonymized, 6187 Obwalden",26.11.2020,Headhunter,deutlich ungenügend,gut,gut,pseudonymized_E-Mail_67,89476.29,28.05.2022,26.09.1973,90-100k,M,Maurer Inc,Aloisia Stöckli-Bühlmann,Hermine Hess,Graphic Designer,ad80e197-1940-4c3b-91b5-6b1081c6f82e,pseudonymized_Nachname_67,Bern,Prescreening,a9322e91-8ca2-4de8-9f2c-18c82e3d8d86,pseudonymized_Telefonnummer_67,10.07.2022,pseudonymized_Vorname_67,0371
Gehaltsvorstellungen zu hoch,"Pseudonymized, 6088 Tessin",28.10.2022,Headhunter,genügend,deutlich ungenügend,deutlich ungenügend,pseudonymized_E-Mail_68,139262.92,24.10.2023,03.01.1988,>140k,F,Maurer Inc,Aloisia Stöckli-Bühlmann,Kristian Furrer,Marketing Manager,eaf118a1-703b-435c-99d9-3b23f94b72b7,pseudonymized_Nachname_68,Zürich,Assessment,aa5f103e-9c9f-49a4-8aad-8d6548442a68,pseudonymized_Telefonnummer_68,07.06.2023,pseudonymized_Vorname_68,41ca
Unzureichende Qualifikationen,"Pseudonymized, 6456 Basel-Stadt",22.01.2023,Headhunter,genügend,deutlich ungenügend,deutlich ungenügend,pseudonymized_E-Mail_69,53574.88,07.02.2023,06.10.1972,130-140k,F,Ziegler Inc,Teresa Schneider,Kristian Furrer,Software Engineer,83a8cafd-3df1-403e-9f1b-85ddac36087a,pseudonymized_Nachname_69,Luzern,Angebot,e7fa5118-b24b-4ebc-8a6e-a0c68e67edcf,pseudonymized_Telefonnummer_69,20.03.2024,pseudonymized_Vorname_69,e1a4
Andere,"Pseudonymized, 4219 Aargau",07.06.2020,Headhunter,deutlich ungenügend,deutlich ungenügend,genügend,pseudonymized_E-Mail_70,132685.76,18.08.2021,22.09.1973,90-100k,F,Ziegler Inc,Teresa Schneider,Ghislaine Walter,IT Manager,8334ce2e-64d4-4adf-bcd8-49e62820ea8f,pseudonymized_Nachname_70,Luzern,Assessment,ddf8f582-d20d-4d39-a5e3-2000408cbb6b,pseudonymized_Telefonnummer_70,24.10.2020,pseudonymized_Vorname_70,45e6
Unvollständige Bewerbung,"Pseudonymized, 5827 Genf",21.01.2024,Headhunter,gut,knapp ungenügend,knapp ungenügend,pseudonymized_E-Mail_71,117993.12,16.04.2024,03.11.1974,90-100k,M,Albrecht-Forster,Dr. Petr Siegrist,Hermine Hess,Recruiter,338b6f48-8806-4fed-9989-43dad76ecdd9,pseudonymized_Nachname_71,Luzern,Assessment,658d97b8-8e12-462e-af5d-8ef3bf805dcb,pseudonymized_Telefonnummer_71,25.02.2024,pseudonymized_Vorname_71,797e
Unvollständige Bewerbung,"Pseudonymized, 8477 Basel-Stadt",18.04.2023,Headhunter,gut,gut,genügend,pseudonymized_E-Mail_72,72456.07,07.01.2024,27.10.1966,50-60k,M,Spörri-Gasser,Ela Imhof Bachmann,Irene Fuchs,Auditor,20b93bc7-b237-43ea-bdbd-65a8dcd890b3,pseudonymized_Nachname_72,Luzern,Assessment,8c246f98-de7d-4b7c-9c12-42030635feb6,pseudonymized_Telefonnummer_72,12.08.2023,pseudonymized_Vorname_72,205c
Andere,"Pseudonymized, 3970 Jura",26.04.2021,Headhunter,sehr gut,sehr gut,gut,pseudonymized_E-Mail_73,87699.91,13.04.2022,20.03.1966,60-70k,F,Zehnder Inc,Dr. Mercedes Kaiser,Kristian Furrer,Event Coordinator,5e873c93-dce5-4f8a-9d8d-49c637797477,pseudonymized_Nachname_73,Bern,1. Interview,70d63797-dab9-482a-bb39-4daf0deb1d84,pseudonymized_Telefonnummer_73,03.04.2023,pseudonymized_Vorname_73,9f12
Unzureichende Qualifikationen,"Pseudonymized, 9316 Basel-Landschaft",06.09.2023,Headhunter,genügend,knapp ungenügend,knapp ungenügend,pseudonymized_E-Mail_74,94547.97,06.04.2024,10.08.1997,50-60k,F,Haas-Näf,Remo Bernasconi,Prof. Layla Küng,Database Administrator,f953b29b-3490-4e35-98a7-b74432d1204a,pseudonymized_Nachname_74,Bern,Eingereicht,d8e79d07-2e10-439d-9b26-6fdadcfcb33d,pseudonymized_Telefonnummer_74,09.12.2023,pseudonymized_Vorname_74,c703
Andere,"Pseudonymized, 9693 Wallis",29.11.2021,Headhunter,knapp ungenügend,gut,knapp ungenügend,pseudonymized_E-Mail_75,87428.45,27.12.2021,27.06.1964,80-90k,M,Zehnder Inc,Dr. Mercedes Kaiser,Prof. Layla Küng,Payroll Specialist,27908e4b-fad6-4e97-a420-8cbfb852297c,pseudonymized_Nachname_75,Zürich,Eingereicht,d0a24bcf-3e12-43c8-a4bd-47db86f5ecaf,pseudonymized_Telefonnummer_75,19.12.2023,pseudonymized_Vorname_75,92b5
Andere,"Pseudonymized, 5323 Wallis",13.09.2021,Headhunter,sehr gut,knapp ungenügend,deutlich ungenügend,pseudonymized_E-Mail_76,116434.4,11.11.2023,07.03.2006,100-110k,F,Tanner-Stadelmann,Jasin Näf,Greta Berger-Eichenberger,Social Media Manager,f8bb5111-1dc8-4c62-be9b-f7882b290d64,pseudonymized_Nachname_76,Zürich,Assessment,34872dab-4b33-4662-850f-cf963e74fbf5,pseudonymized_Telefonnummer_76,11.08.2022,pseudonymized_Vorname_76,64ef
Unzureichende Qualifikationen,"Pseudonymized, 3286 Waadt",18.05.2024,Headhunter,gut,knapp ungenügend,knapp ungenügend,pseudonymized_E-Mail_77,78579.98,05.06.2024,16.01.1991,110-120k,M,Zehnder Inc,Dr. Mercedes Kaiser,Manon Bättig,Accountant,b1c75105-a889-43f8-9786-f2716774694f,pseudonymized_Nachname_77,Luzern,Abgelehnt,d98962b3-74fd-4e8e-afce-0bd979ed712b,pseudonymized_Telefonnummer_77,19.05.2024,pseudonymized_Vorname_77,23ae
Bessere Kandidaten,"Pseudonymized, 4317 Graubünden",17.10.2020,Headhunter,gut,sehr gut,deutlich ungenügend,pseudonymized_E-Mail_78,137596.16,19.09.2021,28.02.1968,>140k,F,"Roos, Hodel and Favre",Dr. Waldemar Kunz,Marijana Blaser Schuler,Content Creator,75731bff-9104-4328-8dc8-63e18a192a3d,pseudonymized_Nachname_78,Luzern,Eingereicht,a75ee48c-b820-41db-b702-c72bea341245,pseudonymized_Telefonnummer_78,14.02.2023,pseudonymized_Vorname_78,061e
Bessere Kandidaten,"Pseudonymized, 2559 Jura",12.03.2020,Headhunter,knapp ungenügend,deutlich ungenügend,deutlich ungenügend,pseudonymized_E-Mail_79,119662.68,22.09.2022,19.01.1984,100-110k,M,Zehnder Inc,Dr. Mercedes Kaiser,Franca Zürcher,Financial Analyst,4ce71333-2ef8-4798-bc3e-2dd4873fbb42,pseudonymized_Nachname_79,Bern,Prescreening,da72e116-23f9-4081-9294-c33e87899535,pseudonymized_Telefonnummer_79,16.03.2020,pseudonymized_Vorname_79,0544
Zu wenig Erfahrung,"Pseudonymized, 1213 Solothurn",02.03.2024,Headhunter,genügend,genügend,knapp ungenügend,pseudonymized_E-Mail_80,53502.98,10.03.2024,18.12.1997,110-120k,F,Ziegler Inc,Teresa Schneider,Séverine Huber,SEO Specialist,5b8154d5-6db7-4953-ab5d-2accf962021b,pseudonymized_Nachname_80,Zürich,Eingereicht,e35fff75-879b-4c35-a9aa-d208cd39211a,pseudonymized_Telefonnummer_80,17.04.2024,pseudonymized_Vorname_80,5498
Gehaltsvorstellungen zu hoch,"Pseudonymized, 4491 Neuenburg",29.09.2023,Headhunter,gut,gut,gut,pseudonymized_E-Mail_81,78634.66,01.03.2024,28.10.1978,60-70k,F,Ziegler Inc,Teresa Schneider,Marijana Blaser Schuler,Recruiter,ba4a3fd0-540b-4876-bcd5-2f6e83b05ff1,pseudonymized_Nachname_81,Luzern,Assessment,40267f39-de36-431a-b1b8-ba0d618bdb84,pseudonymized_Telefonnummer_81,13.02.2024,pseudonymized_Vorname_81,1e55
Unzureichende Qualifikationen,"Pseudonymized, 3757 Freiburg",03.12.2021,Headhunter,genügend,gut,sehr gut,pseudonymized_E-Mail_82,117174.0,16.04.2023,10.01.1991,80-90k,F,Tanner-Stadelmann,Jasin Näf,Irene Fuchs,Accountant,e4906090-06ff-4783-8acd-6654f03bd2af,pseudonymized_Nachname_82,Luzern,Prescreening,04fd2bd8-f540-4cdd-bc46-c4b77fc3b38d,pseudonymized_Telefonnummer_82,04.07.2022,pseudonymized_Vorname_82,87fd
Gehaltsvorstellungen zu hoch,"Pseudonymized, 4882 Zug",27.06.2020,Headhunter,genügend,genügend,gut,pseudonymized_E-Mail_83,91742.32,04.03.2022,01.07.1984,100-110k,M,Albrecht-Forster,Dr. Petr Siegrist,Kristian Furrer,Accountant,4eda9351-b5de-4eff-845b-bc1151b2dd4f,pseudonymized_Nachname_83,Zürich,Angebot,ac623f11-507e-4cb8-9565-db066cef4190,pseudonymized_Telefonnummer_83,07.05.2023,pseudonymized_Vorname_83,3477
Andere,"Pseudonymized, 3042 Schaffhausen",03.03.2024,Headhunter,deutlich ungenügend,gut,deutlich ungenügend,pseudonymized_E-Mail_84,66123.97,30.05.2024,05.01.1974,70-80k,M,Zehnder Inc,Dr. Mercedes Kaiser,Joachim Kaiser,Recruiter,3c2ba89d-0fea-4a8d-ae1a-187dc07712ed,pseudonymized_Nachname_84,Zürich,Prescreening,24cae371-2b06-4f82-aabf-befc8e7eab2c,pseudonymized_Telefonnummer_84,29.05.2024,pseudonymized_Vorname_84,b199
Unzureichende Qualifikationen,"Pseudonymized, 9957 Genf",14.01.2021,Headhunter,genügend,sehr gut,sehr gut,pseudonymized_E-Mail_85,124171.55,19.07.2021,22.12.1984,>140k,F,"Roos, Hodel and Favre",Dr. Waldemar Kunz,Margret Hasler,Payroll Specialist,feea2381-504d-4b3e-b928-ae7fa949ba65,pseudonymized_Nachname_85,Luzern,Abgelehnt,63e93dd0-30e4-4702-8f83-c7eb196301ca,pseudonymized_Telefonnummer_85,08.08.2022,pseudonymized_Vorname_85,f632
Nicht verfügbar,"Pseudonymized, 5664 Nidwalden",05.08.2021,Headhunter,gut,deutlich ungenügend,deutlich ungenügend,pseudonymized_E-Mail_86,55261.66,04.09.2022,19.08.1998,50-60k,F,Spörri-Gasser,Ela Imhof Bachmann,Zahra Hug Lutz,Brand Manager,4df05a4f-5434-46b3-babb-88cbbb5659a7,pseudonymized_Nachname_86,Zürich,1. Interview,a6143a51-167c-4508-b7cb-57906d176650,pseudonymized_Telefonnummer_86,25.11.2021,pseudonymized_Vorname_86,c116
Gehaltsvorstellungen zu hoch,"Pseudonymized, 9012 Basel-Landschaft",27.06.2021,Headhunter,gut,sehr gut,sehr gut,pseudonymized_E-Mail_87,136067.87,10.12.2022,02.06.2004,70-80k,M,Spörri-Gasser,Ela Imhof Bachmann,Margret Hasler,Social Media Manager,454f21b5-062c-4146-8822-a8b7ec654563,pseudonymized_Nachname_87,Luzern,Eingereicht,50d48083-38a6-457d-84a5-60992e10aaad,pseudonymized_Telefonnummer_87,31.12.2023,pseudonymized_Vorname_87,d85f
Gehaltsvorstellungen zu hoch,"Pseudonymized, 1670 Zug",23.01.2023,Headhunter,gut,deutlich ungenügend,genügend,pseudonymized_E-Mail_88,85689.81,02.11.2023,06.03.1970,50-60k,F,Haas-Näf,Remo Bernasconi,Zahra Hug Lutz,Accountant,8f19bbdb-fb6a-4cfa-9994-155a46b572f0,pseudonymized_Nachname_88,Bern,Eingereicht,e9caf0c4-8335-4c6a-8f01-476ee57c711b,pseudonymized_Telefonnummer_88,21.06.2023,pseudonymized_Vorname_88,ed99
Überqualifiziert,"Pseudonymized, 3353 Genf",26.03.2021,Headhunter,genügend,sehr gut,knapp ungenügend,pseudonymized_E-Mail_89,126066.21,25.12.2023,06.11.1989,90-100k,M,Ziegler Inc,Teresa Schneider,Kristian Furrer,Accountant,fb0a83ab-b129-4c87-b475-77a739c3bce3,pseudonymized_Nachname_89,Bern,Assessment,b48c069e-d189-4c78-82d0-0bee92989def,pseudonymized_Telefonnummer_89,20.04.2022,pseudonymized_Vorname_89,ba6b
Unvollständige Bewerbung,"Pseudonymized, 7142 Graubünden",11.01.2023,Headhunter,gut,genügend,knapp ungenügend,pseudonymized_E-Mail_90,61430.7,13.10.2023,18.07.1964,60-70k,M,Ziegler Inc,Teresa Schneider,Séverine Huber,IT Manager,799c4d1e-7602-4556-9841-2f181531ff49,pseudonymized_Nachname_90,Luzern,Eingereicht,a2a1c90a-24b9-4601-acd3-1a577d6a744d,pseudonymized_Telefonnummer_90,31.08.2023,pseudonymized_Vorname_90,b1f6
Unvollständige Bewerbung,"Pseudonymized, 8158 Graubünden",08.01.2024,Headhunter,gut,gut,gut,pseudonymized_E-Mail_91,52016.49,25.02.2024,17.01.1990,60-70k,F,"Siegrist, Ziegler and Schürch",Enis Bühler,Ghislaine Walter,SEO Specialist,3355fcc7-025c-4b5d-8784-4dc29c4eebb6,pseudonymized_Nachname_91,Zürich,Abgelehnt,872ac6ad-7762-42cd-b048-9c459e8ea927,pseudonymized_Telefonnummer_91,16.05.2024,pseudonymized_Vorname_91,52c9
Gehaltsvorstellungen zu hoch,"Pseudonymized, 3111 Genf",28.03.2022,Headhunter,deutlich ungenügend,deutlich ungenügend,deutlich ungenügend,pseudonymized_E-Mail_92,52739.8,10.05.2023,04.11.1976,90-100k,F,Albrecht-Forster,Dr. Petr Siegrist,Franca Zürcher,Database Administrator,4fea30b8-4a92-48a4-aaff-09233c820d65,pseudonymized_Nachname_92,Luzern,1. Interview,ed54d5c4-7933-4ef3-9fd9-a9b233d8483a,pseudonymized_Telefonnummer_92,18.03.2023,pseudonymized_Vorname_92,5f3f
Unvollständige Bewerbung,"Pseudonymized, 1787 Solothurn",16.08.2021,Headhunter,deutlich ungenügend,deutlich ungenügend,sehr gut,pseudonymized_E-Mail_93,133354.02,20.10.2021,11.07.1983,110-120k,M,Spörri-Gasser,Ela Imhof Bachmann,Franca Zürcher,Budget Analyst,89bff9e8-5be4-47ca-af5b-302989943dc3,pseudonymized_Nachname_93,Luzern,Assessment,12d77b8f-695f-4285-96d7-faf47a08df63,pseudonymized_Telefonnummer_93,23.12.2023,pseudonymized_Vorname_93,8700
Unzureichende Qualifikationen,"Pseudonymized, 6684 Obwalden",05.10.2022,Headhunter,knapp ungenügend,sehr gut,gut,pseudonymized_E-Mail_94,111035.62,18.03.2023,02.09.1989,70-80k,M,Zehnder Inc,Dr. Mercedes Kaiser,Joachim Kaiser,Software Engineer,7e17f78d-db60-4b68-b2be-9236311549bc,pseudonymized_Nachname_94,Zürich,Abgelehnt,d49819d2-e128-494e-aa78-eb5155381a63,pseudonymized_Telefonnummer_94,10.04.2023,pseudonymized_Vorname_94,47a6
Überqualifiziert,"Pseudonymized, 1796 Waadt",28.05.2020,Headhunter,gut,deutlich ungenügend,genügend,pseudonymized_E-Mail_95,66228.12,18.06.2020,15.02.1983,110-120k,M,Spörri-Gasser,Ela Imhof Bachmann,Greta Berger-Eichenberger,Database Administrator,ae1eadcc-71a6-4025-9bb1-258336e6753d,pseudonymized_Nachname_95,Luzern,1. Interview,e79cf7a6-4a52-41d8-80c5-62e5e7bd7801,pseudonymized_Telefonnummer_95,18.12.2020,pseudonymized_Vorname_95,11d8
Unvollständige Bewerbung,"Pseudonymized, 1027 Tessin",18.12.2020,Headhunter,sehr gut,sehr gut,genügend,pseudonymized_E-Mail_96,93886.7,28.04.2021,11.12.1994,120-130k,M,Haas-Näf,Remo Bernasconi,Séverine Huber,Content Creator,a4c67e7a-f4fe-4fcc-ac7d-ab1dac1b0cf6,pseudonymized_Nachname_96,Luzern,Eingereicht,e151313c-9f78-40f5-b0b0-6b7cdd245ab3,pseudonymized_Telefonnummer_96,07.01.2022,pseudonymized_Vorname_96,68f3
Gehaltsvorstellungen zu hoch,"Pseudonymized, 1600 Genf",21.06.2021,Headhunter,gut,deutlich ungenügend,deutlich ungenügend,pseudonymized_E-Mail_97,133916.0,27.04.2023,12.12.1970,110-120k,F,Ziegler Inc,Teresa Schneider,Séverine Huber,Network Administrator,e7044077-055b-4ef8-88f3-26215b5021d6,pseudonymized_Nachname_97,Bern,Assessment,fcc27a8f-f93d-4ee8-bef2-44d5a0d94491,pseudonymized_Telefonnummer_97,29.11.2022,pseudonymized_Vorname_97,39b4
Zu wenig Erfahrung,"Pseudonymized, 9434 Waadt",30.08.2022,Headhunter,deutlich ungenügend,knapp ungenügend,gut,pseudonymized_E-Mail_98,103261.04,29.04.2024,06.09.1966,>140k,M,Ziegler Inc,Teresa Schneider,Zahra Hug Lutz,Recruiter,e250673c-9138-4723-81cb-685099fd2b6f,pseudonymized_Nachname_98,Zürich,Prescreening,b9bc322c-f442-48fb-9c9f-d9560836044b,pseudonymized_Telefonnummer_98,22.04.2024,pseudonymized_Vorname_98,ff32
Bessere Kandidaten,"Pseudonymized, 8215 Neuenburg",16.04.2022,Headhunter,sehr gut,sehr gut,gut,pseudonymized_E-Mail_99,62020.76,22.03.2024,24.05.2000,120-130k,M,Ziegler Inc,Teresa Schneider,Prof. Layla Küng,SEO Specialist,2f630515-ce33-4de6-b57b-730509eaff99,pseudonymized_Nachname_99,Bern,Eingereicht,107966cd-e17e-49c6-82dd-c61d5c295237,pseudonymized_Telefonnummer_99,08.08.2023,pseudonymized_Vorname_99,4b28
Nicht verfügbar,"Pseudonymized, 6861 Aargau",13.05.2022,Headhunter,knapp ungenügend,sehr gut,gut,pseudonymized_E-Mail_100,112665.3,28.04.2023,13.09.1959,110-120k,F,Zingg-Gasser,Damaris Zbinden,Irene Fuchs,Network Administrator,b0bd2f22-5d02-49fe-a315-66bd276df8c2,pseudonymized_Nachname_100,Bern,Abgelehnt,1ce7a86f-5f50-4a05-a72d-286c950fb5df,pseudonymized_Telefonnummer_100,17.01.2024,pseudonymized_Vorname_100,da31
Unvollständige Bewerbung,"Pseudonymized, 8537 Jura",04.12.2021,Headhunter,genügend,sehr gut,knapp ungenügend,pseudonymized_E-Mail_101,85355.74,10.01.2022,07.12.1987,110-120k,F,Zehnder Inc,Dr. Mercedes Kaiser,Irene Fuchs,Budget Analyst,40657cb5-6b9b-4af0-bac9-caaf86641c16,pseudonymized_Nachname_101,Zürich,Abgelehnt,5416e690-4cc9-460a-ad64-3aa4294f73f1,pseudonymized_Telefonnummer_101,29.02.2024,pseudonymized_Vorname_101,0669
Gehaltsvorstellungen zu hoch,"Pseudonymized, 3288 Zug",08.02.2022,Headhunter,gut,gut,knapp ungenügend,pseudonymized_E-Mail_102,85231.7,10.09.2022,28.02.1992,130-140k,F,Haas-Näf,Remo Bernasconi,Kristian Furrer,Financial Analyst,55ba9e3a-54ed-4786-b442-22f28019f36e,pseudonymized_Nachname_102,Zürich,Abgelehnt,b8a60e92-baa8-4f8b-b6c4-43c2fa93e4ed,pseudonymized_Telefonnummer_102,03.05.2023,pseudonymized_Vorname_102,7972
